medicine_name,mfg_name,comp_id
DICLONIS SP TAB,ADONIS LABORATORIES PVT LTD,9533
DICLONEC S TAB,DEON HEALTHCARE,9533
DICLOSER TAB,SAFETECH FORMULATIONS,9533
DICLOFAR S TAB,METLAR FORMULATIONS,9533
DICLOMATE S TAB,ASTEMAX BIOTECH,9533
DICLOVIZ S TAB,MEDIVISTA LIFESCIENCES PVT LTD,9533
DICLOMOTO S TAB,MINOVA LIFESCIENCES,9533
DICLOVIS S TAB,VISTICA LIFE SCIENCES,9533
DICLUM S TAB,CARE FORMULATIONS,9533
DICLOTURE SP TAB,DOCTURE PHARMACEUTICALS,9533
DICLAN S TAB,PLENUS PHARMACEUTICALS PVT LTD,9533
DICLENZA S TAB,MILARD LIFE SCIENCES,9533
DICLO S TAB,SKYWAYS HEALTHCARE PVT LTD,9533
DICLOFAM SP TAB,ABBOTT,9533
DICLIV S TAB,MAY AND BAKER PHARMA,9533
DICMAK S TAB,ELIVIA LIFE SCIENCES,9533
DICNOLAC S TAB,ORLIFE HEALTHCARE,9533
DICOLIV S TAB,IND SWIFT LIMITED,9533
DICOL S TAB,IND SWIFT LIMITED,9533
DICOZ S TAB,DM PHARMA,9533
DICOSUN S TAB,DELLWICH HEALTHCARE,9533
DICOREST TAB,TRUWORTH HEALTHCARE,9533
DICPIC SD TAB,JPEE HEALTHCARE,9533
DICPURE S TAB,BROSTIN SEIZZ BIOCARE,9533
DICRIO S TAB,AMERICAN BIOCARE,9533
DICSER TAB,BRAWN LABORATORIES LTD,9533
DICSUN S TAB,SUNGRACE PHARMA,9533
DICSOL SP TAB,BOFFIN BIOTECH PVT LTD,9533
DICVAX S TAB,BIOPHAR LIFESCIENCES,9533
DICZIP S TAB,APOSTLE REMEDIES,9533
DIC SP TAB,COSMAS PHARMA,9533
DIC S TAB,COSMAS PHARMA,9533
DIFENSER TAB,DUTA FORMULATIONS PVT LTD,9533
DIFLAC SP TAB,RADICURA PHARMA PVT LTD,9533
DIFMOL S TAB,MAKSUN BIOTECH,9533
DIFPOD S TAB,CADWELL PHARMA PVT LTD,9533
DIFSOON S TAB,KENRIZ CARE,9533
DIFZOL S TAB,LEZAA BIOTECH,9533
DIKFAST S TAB,AVONIC LIFESCIENCES,9533
DIKIN TAB,UNIROYAL BIOTECH,9533
DIKNAC S TAB,AXODIN PHARMA,9533
DIKSER TAB,SARTHAK GROUP,9533
DIKZIN S TAB,HENIN LUKING PHARMA PVT LTD,9533
DIK SAFE TAB,OSCAR REMEDIES PVT LTD,9533
DILCOSS TAB,FITWEL PHARMA,9533
DILON S TAB,ODIN HEALTHCARE,9533
DILONA SP TAB,MAPRA LABS,9533
DILORIS S TAB,AROVEA LIFESCIENCES,9533
DILOVIN S TAB,ZAVIK DRUGS,9533
DILOPHEN S TAB,UNIPHAR BIOTECH PVT LTD,9533
DILPAR TAB,PARASOL LABORATORIES,9533
DIL SE TAB,SERVE PHARMACEUTICALS,9533
DIMOL S TAB,SUNROXX PHARMA,9533
EUDASE D TAB,CAPTAB BIOTEC,9533
EVDASE TAB,SWISS BIOTECH,9533
EXUDOL P TAB,MACMILLON PHARMACEUTICALS,9533
EXUDASE D 50MG TAB,RAVENBHEL PHARMACEUTICALS,9533
EZOFEN PLUS TAB,ESTRELLAS LIFESCIENCES,9533
FAST D TAB,JAINIK LIFE SCIENCES,9533
FEDICVER-S TAB,SANIFY HEALTHCARE PVT LTD,9533
FENASE 10+50MG TAB,LIFE LINK REMEDIES,9533
FENACT S TAB,PRIM RESEARCH LAB,9533
FENOZER D TAB,AXTER PHARMACEUTICALS PVT LTD,9533
FENODOL S TAB,VENTUS PHARMACEUTICALS PVT LTD,9533
FENSER D TAB,CHEMICURE REMEDIES PVT LTD,9533
FERADIC TAB,CURE QUICK PHARMACEUTICALS,9533
FERIC SN TAB,SHINTO ORGANICS,9533
CLO S TAB,SNU BIOCARE,9533
COFFER TAB,LICHEM PHARMACEUTICALS,9533
COLI S TAB,AMBROSIA PHARMA,9533
CONVOY D TAB,SAVIOUR DRUGS,9533
COXSER D TAB,COXSWAIN HEALTH CARE,9533
CROFIDASE D TAB,CROSSED FINGERSS ORGANIC PVT LTD,9533
CUGA 10MG TAB,CADILA PHARMACEUTICALS LTD,9533
CURE 60MG TAB,CURE MAX,9533
CUROFLAM TAB,BROCHEM HEALTHCARE,9533
CUZEN DP TAB,CUBIT HEALTHCARE,9533
FILCO S TAB,FORGO PHARMACEUTICALS LTD,9533
FLAMESE TAB,MERIDIAN ENTERPRISES PVT LTD,9533
FLAMBIT PLUS TAB,LE SANTE,9533
FLAMOVER D TAB,ALKEM LABORATORIES LTD,9533
FLAMINGO S TAB,ASTRONIA LIFE SCIENCES,9533
FLAMOSIN TAB,SINEWY PHARMACEUTICALS,9533
FLANZEN D TAB,SVIZERA HEALTHCARE,9533
FLARID D TAB,SKYLARK,9533
FLATIC D TAB,XIEON LIFE SCIENCES PVT LTD,9533
FLEXYN TAB,MANUFACTURER INFO NOT AVAILABLE,9533
FLOSER D TAB,ALTIUS PHARMA,9533
CAR D TAB,AMERICAN BIOCARE,9533
CERAFEN TAB,COMEX PHARMA,9533
ELU S TAB,ENDURANCE LIFESCIENCE,9533
EMANZEN D TAB,EMCURE PHARMACEUTICALS LTD,9533
ENDOZEN K TAB,ENDOCARD INDIA,9533
ENDOSPAZ S TAB,DIAL PHARMACEUTICALS ,9533
ENZOFLAM D TAB,ALKEM LABORATORIES LTD,9533
ERIDIC S TAB,ERIKA REMEDIES,9533
ESD TAB,ESTRAGEN PHARMA,9533
ESERA D TAB,EMDIKAT HEALTHCARE,9533
CIPZEN D TAB,CIPLA,9533
CLODASE TAB,NUMERA LIFE SCIENCES,9533
CLOFPAR S TAB,MISSION LAB,9533
CLOSERA TAB,IATROS,9533
CLOVIS S TAB,DOLVIS BIOPHARMA,9533
CLOWELL S TAB,GENESIS BIOTECH,9533
CHEK S TAB,MADHAV BIOTECH,9533
CHIRASE D TAB,PARDYS HEALTH CARE,9533
CHYMODASE DK TAB,HEMA LABORATORIES,9533
BIOSER D TAB,NEXBIO LIFE SCIENCES,9533
BIOZOBID TAB,ABBOTT,9533
BIO MEGAFLAM TAB,OMEGA REMEDIES PVT LTD,9533
BISER D TAB,BIOCARE REMEDIES,9533
BODASE D TAB,MEDICO LABS,9533
BRUDASE PLUS TAB,BRUKEM LIFECARE,9533
CALISER TAB,CALIBAR PHARMA,9533
AFFYDASE D TAB,AFFY PHARMA,9533
AGROSER TAB,AGRON REMEDIES,9533
AISER D TAB,AIGIS BIOTEC,9533
ALLPHAM SP TAB,HEAL ALL PHRAMACEUTICALS PVT LTD,9533
ALLSERA D TAB,ACCILEX NUTRICORP,9533
ALSERA D TAB,ALTAR PHARMACEUTICALS PVT LTD,9533
ALTER D TAB,HOPE LIFE SCIENCES,9533
AMBIFLAM K TAB,TRI MEDIX PHARMA,9533
AMDIC TAB,AMBIT BIOMEDIX,9533
AMIDASE D TAB,ADLEY LAB,9533
AMSAFE TAB,OSCAR REMEDIES PVT LTD,9533
AMSERA D TAB,AMPUS LIFE SCIENCES LTD,9533
ANDOZ S TAB,AARSH REMEDIES,9533
APIZEN TAB,ALLEVIATE PHARMACEUTICALS PVT LTD,9533
ARCINAC S TAB,ARCHIES LIFE SCIENCE,9533
ARISER D TAB,SARIAN HEALTHCARE,9533
AROFEN S TAB,WIN MEDICARE PVT LTD,9533
ARTIDIN TAB,HINDUSTAN ANTIBIOTICS LTD,9533
ASDICLO SD TAB,ASVINS LIFECARE,9533
ASE PLUS TAB,ZOTA HEALTH CARE LTD,9533
ASLERA D TAB,GENESIS BIOTECH,9533
ATODASE D TAB,ZOTA HEALTH CARE LTD,9533
ATSERA D TAB,ATLANTIS FORMULATIONS,9533
AURODIS TAB,AUROMA LIFESCIENCE PVT LTD,9533
AVNAC S TAB,AVEL LIFESCIENCE,9533
AXYDIK SR TAB,ZEE LABORATORIES LTD,9533
BAREL D TAB,BRIVON PHARMATEC PVT LTD,9533
BELODIC S TAB,EVIZA BIOTECH PVT LTD,9533
BIOBIDAN D TAB,BIOCIN HEALTH CARE,9533
BIODASE D TAB,S V BIOVAC PHARMACEUTICALS PVT LTD,9533
ABHIFAST S TAB,ALARIC HEALTHCARE PVT LTD,9533
AB PAR D TAB,ABS REMEDIES,9533
ACFAST D TAB,KIM LABORATORIES,9533
ACNEC ZEN TAB,ACME PHARMA,9533
ACTIVA S TAB,ZYDUS HEALTHCARE LTD,9533
ADALPASE D TAB,ZEE LABORATORIES LTD,9533
ADIC S TAB,ULTRA HEALTHCARE PVT LTD,9533
ADPEP D TAB,ADMAC PHARMA,9533
AEODIC S TAB,AEOLIAN BIOTECH,9533
MOFEN S TAB,MOREISH PHARMACEUTICALS PVT LTD,9533
MORSER D TAB,DR MOREPEN LTD,9533
MOSER D TAB,MAUSDI PHARMACEUTICALS,9533
MUCOTRIP D TAB,BONSAI PHARMA,9533
MUSCARE S TAB,WIN MEDICARE PVT LTD,9533
MYDASE D TAB,FOCUS HEALTHCARE PVT LTD,9533
MYSER D TAB,MYCURE PHARMA,9533
MYSPAR TAB,BIOVITAMINS PVT LTD,9533
NACDASE TAB,CASCADE INDIA PHARMACEUTICAL,9533
NACOX S TAB,CB HEALTHCARE PVT LTD,9533
NAXER D TAB,TRILLEST HEALTH CARE,9533
NAXER S TAB,ALISIER DRUGS PVT LTD,9533
KINETO D TAB,SYSTOPIC LABORATORIES PVT LTD,9533
KLEEZEN PLUS TAB,ZEE LABORATORIES LTD,9533
KLOSER D TAB,NCPW,9533
KODASE D TAB,KYMEX HEALTHCARE,9533
KRICO S TAB,DM PHARMA,9533
KRIDASE TAB,KRISHGIR PHARMA,9533
KSER TAB,NITRO ORGANICS PVT LTD,9533
GEEFEN S TAB,GMH PHARMA,9533
GENEGESIC TAB,GENESIS BIOTECH,9533
GENIM S TAB,GEN BIOTECH,9533
GENTASE D TAB,GENIAL LIFECARE,9533
GEOZEN D 50MG TAB,INNOVATIVE PHARMA,9533
ELDISER TAB,ELDER PHARMACEUTICALS LTD,9533
ELISERA D TAB,ELIXIR LIFE CARE PVT LTD,9533
ELIX SD TAB,APPLE BIOTECH,9533
CAN D TAB,SAVIOUR HEALTH CARE PVT LTD,9533
CAPRIDASE TAB,CAPRI PHARMA,9533
ORIZEN D TAB,ORISON PHARMA,9533
ORRA D TAB,ORION BIOTECH PVT LTD,9533
OUTNAC S TAB,MEDIVAXIA PHARMA,9533
PAINWAY DS TAB,GATEWAY REMEDIES,9533
PARATEL S TAB,GNOSIS PHARMACEUTICALS PVT LTD,9533
HCP NIL TAB,INDOSPECTRUM PHARMACEUTICALS,9533
HEALASE D TAB,PARAS PHARMACEUTICALS LTD,9533
HEALAR D TAB,BIOSTRASS THERAPEUTICS,9533
HEALPIL TAB,BIOSYNC PHARMA,9533
HIDICLO DASE TAB,HIRAL LABS LTD,9533
HIPEPTASA TAB,HIGLANCE LABS,9533
HUMASE K TAB,STADCHEM OF INDIA,9533
HYCLO S TAB TAB,SUNRISE REMEDIES PVT LTD,9533
HYDASE D TAB,HY GRO CHEMICALS PHARMATEK,9533
ICLONAC S TAB,SRK LIFE SCIENCES AND RESEARCH INDIA PVT LTD,9533
INDIAFLAM TAB,VOTARY LABORATORIES,9533
INFASER TAB,AGRON REMEDIES,9533
INFLAS TAB,JMS MEDICON PVT LTD,9533
INFLASAR P TAB,CLANTHIS LIFE SCIENCES PVT LTD,9533
INFLASAR TAB,S R PHARMACEUTICALS,9533
INFLASER TAB,THE WORLD WIDE PHARMA,9533
NYCID SP TAB,MEDIDAY HEALTHCARE PVT LTD,9533
NYRAGESIC S TAB,DHAMUS PHARMA,9533
ODIDASE TAB,ODDIANT FORMULATIONS,9533
OEDASE DK TAB,TYCHOS THERAPEUTICS,9533
OLSERAZ D TAB,OLCARE LABORATORIES PVT LTD,9533
INTASE DF TAB,INDU DRUGS,9533
IOTEPEP D TAB,ZOTA HEALTH CARE LTD,9533
JOVERAN S TAB,JONAS PHARMACEUTICALS PVT LTD,9533
JUPISERA D TAB,COSMIC LIFESCIENCES,9533
KANEX SP TAB,ORANGE RESEARCH LABS,9533
KEDNAC S TAB,ADHYA PHARMACEUTICALS PVT LTD,9533
KEFNAC SP TAB,SPA NEWTRACEUTICALS,9533
GESICARE D TAB,ROWLINGES LIFE SCIENCES,9533
GLASER PLUS TAB,GLADCARE FORMULATIONS PVT LTD,9533
GLENDIC S TAB,GLENHAWK LIFESCIENCES,9533
GRODASE D TAB,ALLEGRO SCHAVAN PHARMACEUTICALS PVT LTD,9533
GUFISERAD TAB,GUFIC BIOSCIENCES LTD,9533
G DASE PLUS TAB,GOPAL LIFESCIENCES,9533
LIPPO 10MG TAB,MONOKEM LABS,9533
LOCASER TAB,GENPHARMA INTERNATIONAL PVT LTD,9533
LOCOFLAM S TAB,ALBIA BIOCARE,9533
LOFTIDASE TAB,MEGMA HELATHCARE,9533
LOGIDEC S TAB,APIKOS PHARMA,9533
LUPISERA D TAB,LUPIN LTD,9533
LUPIFENAC S TAB,LUPIN LTD,9533
LYNIC D TAB,LYRID HEALTH CARE,9533
LYO D TAB,PRORIENT,9533
LYSER D TAB,COMED CHEMICALS,9533
LYSENZE D TAB,HUADIZ PHARMACEUTICALS,9533
LYTIC K TAB,WENS DRUGS INDIA PVT LTD,9533
LYTIO D TAB,LEE HEALTH DOMAIN PVT LTD,9533
MACSER D TAB,MACWELL PHARMA,9533
MARDASE K TAB,ZOTA HEALTH CARE LTD,9533
MATDASE TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,9533
RECOFLAM S TAB,NECTAR PHARMA,9533
REDASE D TAB,RELAX PHARMA,9533
REDUACE DS TAB,BARYTON PHARMA PVT LTD,9533
RELITASE TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,9533
RENAK SP TAB,REGALIA PHARMACEUTICALS I PVT LTD,9533
RENAC SP TAB,REGALIA PHARMACEUTICALS I PVT LTD,9533
REPEP K TAB,RHYDBURG,9533
RESERA DP TAB,RHOMBUS PHARMA PVT LTD,9533
RESERAT PLUS TAB,S R PHARMACEUTICALS,9533
RESINI SP TAB,RESILIENT COSMECEUTICALS PVT LTD,9533
RESOLVE D TAB,CARE BENZORGANICS,9533
REXDASE TAB,ALLXOR PHARMA,9533
RIDASE D TAB,RISHAB HEALTHCARE,9533
RIDASE K TAB,ZOTA HEALTH CARE LTD,9533
RIDACH DS TAB,UNIBIOTECH HEALTH CARE PVT LTD,9533
RID SP TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,9533
RID S CAP,UDIK PHARMACEUTICALS PVT LTD,9533
RISTY D TAB,CL REDDY PHARMACEUTICALS,9533
ROLOSOL TAB,TIDAL LABORATORIES PVT LTD,9533
ROLOSOL E CAP,TIDAL LABORATORIES PVT LTD,9533
ROLOSOL RB TAB,TIDAL LABORATORIES PVT LTD,9533
ROONEY S TAB,ZENACTS PHARMA,9533
ROTODIC K TAB,BAXTON PHARMACIA,9533
S-DFAC TAB,SB FORMULATIONS,9533
SACDASE D TAB,SYNERGY PHARMACEUTICALS,9533
SADIC D TAB,DR ARVIND LIFESCIENCES,9533
SALDICS TAB,SALVATION ORGANIKS,9533
SAMPEP D TAB,SAMSON LABORATORIES PVT LTD,9533
SANDIC S TAB,FRANK MEDILINK,9533
SARAL D TAB,IDOL BIOTEC,9533
SARDEC TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,9533
SARRATO D TAB,SANTO MEDI SCIENCES PVT LTD,9533
SEAP D TAB,ARTEL LABORATORIES,9533
SEARA D TAB,AESCUL PHARMA,9533
SEDASE D TAB,ORTIN LABORATORIES LTD,9533
SEDAL D TAB,LIFE SCIENCES,9533
SEMDAYS TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,9533
SENAC D TAB,SWISS BIOTECH,9533
SENIC TAB,MINT LIFE SCIENCES,9533
SENTER D TAB,PHARMATECH HEALTHCARE,9533
SEODEP D TAB,SENTONSSA WELLNESS PVT LTD,9533
SEPDASE D TAB,TRIDENT PHARMA,9533
SEPTIDASE D TAB,MMC HEALTHCARE,9533
SEPT D TAB,FINECURE PHARMACEUTICALS,9533
SEPTA D TAB,REKVINA PHARMA,9533
SEPTI D TAB,SURAKSHA PHARMA,9533
SEPTAX D TAB,SURAKSHA PHARMA,9533
SEP K TAB,REKVINA PHARMA,9533
SERAX D TAB,MARS INDIA,9533
SERADIC TAB,OBSURGE BIOTECH LTD,9533
SERATOP D TAB,RELIANCE FORMULATION PVT LTD,9533
SERAP D TAB,KAPS THREE LIFESCIENCES PVT LTD,9533
SERASIF D TAB,SIFCO PHARMA,9533
SERATEX D TAB,LEADS PHARMA,9533
SERASEC D TAB,NOVOSTART LIFE SCIENCES,9533
SERACE D TAB,SERIN FORMULATIONS,9533
SERAMAC D TAB,ORPHIC PHARMA,9533
SERAVOLT TAB,INDUSKEN PHARMA,9533
SERAPEP PLUS TAB,FYTOKEM FORMULATIONS LTD,9533
SERAZEN D TAB,PCI PHARMACEUTICALS,9533
SERANAVI TAB,SOMATICO,9533
SERASE K TAB,STADCHEM OF INDIA,9533
SERAPRO D TAB,TALENT HEALTHCARE,9533
SERATAUR D TAB,TAURUS LABORATORIES PVT LTD,9533
SERA D TAB,BLUBELL PHARMA,9533
SERAZE PLUS TAB,ZEE LABORATORIES LTD,9533
SERATION DF TAB,HARSON LABS,9533
SERATID D TAB,LITAKA PHARMACEUTICALS LTD,9533
SERAVIR D TAB,EAST AFRICAN,9533
SERAM DP TAB,AMBIT BIOMEDIX,9533
SERAPEP D TAB,ISIS HEALTHCARE PVT LTD,9533
SERADIN TAB,NORRIS MEDICINES LTD,9533
SERAC D TAB,PREVENTIVE PHARMA,9533
SERAL D TAB,ALNA BIOTECH PVT LTD,9533
SERAMAC TAB,PRIDE HEALTHCARE,9533
SERAFACT D TAB,MEDICO HEALTHCARE,9533
SERATEL D TAB,CARTEL LAB,9533
SERAZIL D TAB,ZOTA HEALTH CARE LTD,9533
SERASE PLUS TAB,MEDICO REMEDIES LTD,9533
SERAID TAB,ZENLABS ETHICA LTD,9533
SERAFIN D TAB,NEWFIN PHARMACEUTICALS,9533
SERANOL D TAB,KNOLL HEALTHCARE PVT LTD,9533
SERAU D TAB,UNISERVE HEALTH CARE,9533
SERAB DP TAB,PROGRESSIVE LIFECARE,9533
SERAWELL D TAB,TREATWELL PHARMA,9533
SERAMAX D TAB,MAXFORD HEALTHCARE,9533
SERATECH D TAB,WINTECH PHARMA,9533
SERAT D TAB,DORLAND DRUGS AND PHARMACEUTICALS PVT LTD,9533
SERABEST D TAB,IBIZ LIFE CARE PVT LTD,9533
SERB D TAB,ESTER FORMULATIONS,9533
SERDIP TAB,BHARAT BIOTECH INTERNATIONAL LTD,9533
SERDITER TAB,GUJARAT TERCE LABORATORIES,9533
SERDIFIX D TAB,WELLMARK LIFE SCIENCES,9533
SERDIFAST D TAB,INTRA LIFE,9533
SERETOCHEM D TAB,BIOCHEM PHARMACEUTICAL INDUSTRIES,9533
SEREFLAM D TAB,EVINZ DRUGS PVT LTD,9533
SEREX D TAB,OLCARE LABORATORIES PVT LTD,9533
SEREZYM K TAB,CHEMO BIOLOGICAL,9533
SERETA PLUS TAB,LUSTRE PHARMACEUTICAL PVT LTD,9533
SERENE D TAB,SERENE LIFECARE LLP,9533
SERFEN TAB,GENERAL,9533
SERFINE D TAB,MMC HEALTHCARE,9533
SERFECT D TAB,ZOTA HEALTH CARE LTD,9533
SERFENAC TAB,EAST WEST PHARMA,9533
SERIZ FORTE TAB,SYSTEMIC HEALTHCARE,9533
SERIVAL D TAB,MEDDOX FORMULATIONS,9533
SERIWOK D TAB,WOCKHARDT,9533
SERICAD TAB,HAMPS BIO PVT LTD,9533
SERIP PLUS TAB,BENNET PHARMACEUTICALS,9533
SERICON D TAB,CONCEPT PHARMACEUTICALS LTD,9533
SERIP DP TAB,MANUFACTURER INFO NOT AVAILABLE,9533
SERIMAX DP TAB,BIOCHEMIX HEALTHCARE PVT LTD,9533
SERIM D TAB,INSTANT REMEDIES PVT LTD,9533
SERIDIP TAB,APEX FORMULATIONS,9533
SERINAC D TAB,SARTHAK GROUP,9533
SERIDASE TAB,MERION CARE,9533
SERKO D TAB,DR MOREPEN LTD,9533
SERMED K TAB,SHINTO BIOTECH LTD,9533
SERNAC TAB,INDIANA OPHTHALMICS,9533
SERNZY D TAB,UNIKIND,9533
PRIFEN SP TAB,PHARM BIOTECH,9533
PRIZE D TAB,ARION HEALTHCARE,9533
PROENZI D TAB,ZIRCON PHARMACEUTICALS,9533
PROTOME DP TAB,EPITOME LIFESCIENCES,9533
PRUZOX S TAB,CHS FORMULATIONS,9533
P LYTIC D TAB,SANJIVANI PARANTERAL LTD,9533
RADSER TAB,TOTAL HEALTHCARE,9533
RASEN TAB,ARVINCARE HEALTHCARE,9533
RATIO D TAB,INTAS PHARMACEUTICALS LTD,9533
SEROUS D TAB,ZENON HEALTHCARE,9533
SEROACE D TAB,ELDER PHARMACEUTICALS LTD,9533
SERONAC 10MG TAB,GNEXT LAB PVT LTD,9533
SEROK TAB,VARROC LIFESCIENCES,9533
SEROFIN PLUS TAB,GLOBUS REMEDIES LTD,9533
SERO D TAB,JANUS REMEDIES,9533
SERODOC D TAB,DR MOREPEN LTD,9533
SEROZ D TAB,MEDOZ PHARMA,9533
SEROFEN TAB,CORONA REMEDIES PVT LTD,9533
SEROSE D TAB,DEWCARE CONCEPT PVT LTD,9533
SERODAL TAB,DALLAS PHARMACEUTICALS,9533
SEROSPA D TAB,ASTRICA BIOMEDICS PVT LTD,9533
SEROLO D TAB,GRAPPLE LIFESCIENCES,9533
SEROPEN D TAB,DR MOREPEN LTD,9533
SERPEP K TAB,ADIPS LABORATORIES LTD,9533
SERPEP D TAB,CANDRIN PHARMA,9533
SERPAS D TAB,MAN COP REMEDIES,9533
SERPIK D TAB,AARPIK PHARMA,9533
SERPET D TAB,SUZIKEM DRUGS PVT LTD,9533
SERRONAC CAP,OSCAR REMEDIES PVT LTD,9533
SERRA D TAB,KAMRON LABORATORIES,9533
SERRONAK TAB,STEDMAN PHARMACEUTICALS PVT LTD,9533
SERRAN D TAB,ACTO PHARMACEUTICALS LABORATORIES,9533
SERRALEX DP TAB,LEXUS ORGANIC,9533
SERRAFLAM PLUS TAB,MOTHER REMEDIES,9533
SERRY D TAB,RECO DURGS,9533
SERRODASE D TAB,SIESTA PHARMA,9533
SERRINT D TAB,INTAG REMEDIES,9533
SERRASE PLUS TAB,KAPEETUS MEDICORP,9533
SERRABACT D TAB,AZINE HEALTHCARE,9533
SERRIZEN D TAB,DENIZEN PHARMA,9533
SERRAZYME DF TAB,MILICHEM LABORATORIES,9533
SERRAMAX D TAB,ZOTA HEALTH CARE LTD,9533
SERRAG D TAB,AGRON REMEDIES,9533
SERRANIC D TAB,MEDIHEALTH LIFESCIENCES INDIA PVT LTD,9533
SERRAWAL D TAB,WALLACE PHARMACEUTICALS PVT LTD,9533
SERRIFLAM D TAB,CARE FORMULATIONS,9533
SERRATECH D TAB,PHARMATECH HEALTHCARE,9533
SERRACLO S TAB,INJECTO CAPTA,9533
SERROF D TAB,ISCON LIFESCIENCES,9533
SERRALIN D TAB,CISTA MEDICORP,9533
SERRAVENT D TAB,UNIVENTIS MEDICARE LTD,9533
SERVAL D TAB,VALPRA BIOTECH PVT LTD,9533
SERVODI TAB,FORCE INDIA PHARMA,9533
SERVEXV D TAB,AXIS LIFE SCIENCE PVT LTD,9533
SERY D TAB,BIOSYS MEDISCIENCES,9533
SERZEN K TAB,GR HEALTHCARE LABORATORIES,9533
SER DI TAB,PATSON LABORATORIES PVT  LTD,9533
SER K TAB,MENDEL PHARMA,9533
SER D TAB,STELLAR BIOLABS,9533
SESS K TAB,TECHYON BIOTECH PVT LTD,9533
SESTRA 50MG/10MG TAB,MESTRA PHARMA,9533
SEVEN D TAB,ZOTA HEALTH CARE LTD,9533
SEZAP TAB,ANTIGEN HEALTHCARE,9533
SEZ DK TAB,ZIZA ORGANICS,9533
SE DICLO TAB,AREX LABORATORIES PVT LTD,9533
SFLAM TAB,PHARMATECH HEALTHCARE,9533
SHARP D TAB,ELORA AND PHARMA,9533
SIDAZE D TAB,SYMET LABS PVT LTD,9533
SILSERA TAB,RHOMBUS PHARMA PVT LTD,9533
SIMGESIC D TAB,BIONOVA LIFESCIENCES,9533
SINSER D TAB,SIGNA MEDI SOLUTIONS PVT LTD,9533
SIODIC TAB,DR JOHNS LAB HEALTHCARE PVT LTD,9533
SIZAR D TAB,MESMER PHARMACEUTICALS,9533
SMODIC S TAB,SMOTEC PHARMACEUTICALS,9533
SMS D TAB,VCARE PHARMA,9533
SN 15 PLUS TAB,SERUM INSTITUTE OF INDIA PVT LTD,9533
SODENAC S TAB,SONIKA LIFE SCIENCES,9533
SOFDASE TAB,SOFT PHARMA,9533
SOFTIHEAL TAB,DEWCARE CONCEPT PVT LTD,9533
SOLICIT K TAB,CHEMO HEALTHCARE PVT LTD,9533
SPADE D TAB,MED MANOR ORGANICS PVT LTD,9533
SPASER D TAB,SPARKLE LIFE SCIENCES PVT LTD,9533
SPEED TAB,ANVIK BIOTECH,9533
SPERRA D TAB,ERNST PHARMACIA,9533
SPISERA D TAB,SPICA LAB,9533
SP 10 D TAB,ALOBIOTE HEALTHCARE,9533
SRD 60 TAB,MERRIL PHARMA,9533
SERRONAC K TAB,STEDMAN PHARMACEUTICALS PVT LTD,9533
STALWAR D TAB,PROFIC ORGANIC,9533
STALOGESIC S TAB,STALLION LABORATORIES,9533
STARDASE D TAB,SANTIAGO LIFE SCIENCES PVT LTD,9533
STENAC S TAB,ASTER MEDIPHARM PVT LTD,9533
STENDIC S TAB,STENSA LIFE SCIENCES,9533
TEZ SP TAB,COSMIC LIFESCIENCES,9533
TIDIFENAC S TAB,CASCA REMEDIES,9533
TOLPA D TAB,MICRO LABS LIMITED,9533
TOPAC SP TAB,ABBOTT,9533
MEDIFLAM S TAB,H AND CARE INCORP INDIA,9533
MEFENAC D TAB,NORDEN LIFE SCIENCES,9533
MEGARIL PLUS TAB,EUROMED,9533
MEGADASE D TAB,BLISS GVS PHARMA LIMITED,9533
METADASE TAB,SARAN BIOTECH,9533
MEXDASE D TAB,ZOTA HEALTH CARE LTD,9533
MICRODASE D TAB,WINSOME LABORATORY LTD,9533
MICROZEN D TAB,MICRO LABS LIMITED,9533
NEXDASE PLUS TAB,ZEE LABORATORIES LTD,9533
NICLOFEN-S TAB,NITYA PHARMA,9533
NICLOFEN S TAB,NITIN LIFESCIENCES,9533
NIDANZIC TAB,NOVUS LIFE SCIENCES PVT LTD,9533
NIDASE D TAB,SPENCHEM PHAMACEUTICAL,9533
NILFLA D TAB,FOSSIL REMEDIES,9533
NOCHIL D TAB,FRANKLIN LABORATORIES INDIA PVT LTD,9533
NOFLAM S TAB,ZOIC LIFE SCIENCE,9533
NORTON DPS TAB,MCASTRO PHARMA,9533
NOVADASE D TAB,PHARMATECH HEALTHCARE,9533
NOVAPEP D TAB,INNOVA FORMULATIONS PVT LTD,9533
SURGICARE D TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,9533
SUXID D TAB,ALICON PHARMA,9533
SWEEP FORTE TAB,SAIBLISS HEALTH CARE,9533
SWELIN D TAB,DEWCARE CONCEPT PVT LTD,9533
SYMDASE TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,9533
SYNOTRIP D TAB,SYNTRO HEALTH CARE,9533
SYSER D TAB,SYSMED LABORATORIES PVT LTD,9533
SYZER TAB,SENATE LABORATORIES PVT LTD,9533
S DOL D TAB,MADHAV BIOTECH,9533
FRADIC S TAB,FRANK MEDILINK,9533
FRANK D TAB,FRANKFURT PHARMA PVT LTD,9533
